Id,Start_c,end_c,start_epoch,end_epock
7,1002730,1005452,1593834459,1593837181
10,1004570,1005452,1593836299,1593837181
11,1004570,1005452,1593836299,1593837181
12,1004570,1005452,1593836299,1593837181
13,1004570,1005452,1593836299,1593837181
14,1004570,1005452,1593836299,1593837181
15,1004570,1005452,1593836299,1593837181
5,1006648,1007650,1593838377,1593839379
8,1006769,1007651,1593838498,1593839380
9,1006769,1007651,1593838498,1593839380
10,1006769,1007651,1593838498,1593839380
11,1006649,1007651,1593838378,1593839380
12,1006649,1007651,1593838378,1593839380
13,1006649,1007651,1593838378,1593839380
0,1008967,1009849,1593840696,1593841578
1,1008967,1009849,1593840696,1593841578
2,1008967,1009849,1593840696,1593841578
4,1008967,1009850,1593840696,1593841579
5,1008967,1009850,1593840696,1593841579
6,1008568,1009850,1593840297,1593841579
8,1008048,1009850,1593839777,1593841579
9,1008048,1009850,1593839777,1593841579
10,1008048,1009850,1593839777,1593841579
11,1008048,1009850,1593839777,1593841579
12,1008048,1009851,1593839777,1593841580
13,1008049,1009851,1593839778,1593841580
14,1008968,1009851,1593840697,1593841580
15,1008569,1009851,1593840298,1593841580
7,1010367,1011249,1593842096,1593842978
9,1011367,1012249,1593843096,1593843978
0,1013765,1015247,1593845494,1593846976
1,1013765,1015247,1593845494,1593846976
8,1013366,1015248,1593845095,1593846977
4,1014645,1015567,1593846374,1593847296
5,1013765,1015567,1593845494,1593847296
6,1013766,1015568,1593845495,1593847297
9,1013366,1015568,1593845095,1593847297
10,1013366,1015568,1593845095,1593847297
11,1013766,1015568,1593845495,1593847297
12,1013766,1015568,1593845495,1593847297
13,1013766,1015568,1593845495,1593847297
14,1014366,1015568,1593846095,1593847297
15,1014366,1015569,1593846095,1593847298
9,1016565,1017447,1593848294,1593849176
1,1020762,1022044,1593852491,1593853773
4,1020763,1022045,1593852492,1593853774
0,1020762,1022764,1593852491,1593854493
5,1020443,1022964,1593852172,1593854693
6,1020443,1022964,1593852172,1593854693
8,1020563,1022965,1593852292,1593854694
9,1020563,1022965,1593852292,1593854694
10,1020563,1022965,1593852292,1593854694
11,1020563,1022965,1593852292,1593854694
12,1020763,1022965,1593852492,1593854694
13,1020444,1022965,1593852173,1593854694
14,1020764,1022965,1593852493,1593854694
15,1020764,1022965,1593852493,1593854694
0,1024361,1025443,1593856090,1593857172
1,1024561,1025443,1593856290,1593857172
4,1024561,1025443,1593856290,1593857172
5,1024041,1025443,1593855770,1593857172
6,1024361,1025444,1593856090,1593857173
8,1024362,1025444,1593856091,1593857173
9,1024362,1025444,1593856091,1593857173
10,1024362,1025444,1593856091,1593857173
11,1024362,1025444,1593856091,1593857173
12,1024362,1025444,1593856091,1593857173
13,1024042,1025444,1593855771,1593857173
14,1024362,1025444,1593856091,1593857173
15,1024362,1025445,1593856091,1593857174
0,1026760,1028042,1593858489,1593859771
4,1027160,1028042,1593858889,1593859771
5,1026640,1028042,1593858369,1593859771
6,1026640,1028043,1593858369,1593859772
8,1026761,1028043,1593858490,1593859772
9,1026641,1028043,1593858370,1593859772
10,1026761,1028043,1593858490,1593859772
11,1026641,1028043,1593858370,1593859772
12,1026641,1028043,1593858370,1593859772
13,1026641,1028043,1593858370,1593859772
14,1026641,1028043,1593858370,1593859772
15,1026761,1028044,1593858490,1593859773
2,1027160,1028442,1593858889,1593860171
1,1026760,1028642,1593858489,1593860371
1,1028759,1029641,1593860488,1593861370
0,1028759,1029841,1593860488,1593861570
8,1028760,1029842,1593860489,1593861571
5,1028640,1030161,1593860369,1593861890
6,1028640,1030162,1593860369,1593861891
9,1028760,1030162,1593860489,1593861891
10,1028760,1030162,1593860489,1593861891
11,1028640,1030162,1593860369,1593861891
12,1028640,1030162,1593860369,1593861891
13,1028640,1030162,1593860369,1593861891
15,1028641,1030442,1593860370,1593862171
14,1028640,1030642,1593860369,1593862371
1,1031558,1032440,1593863287,1593864169
0,1031558,1032640,1593863287,1593864369
5,1031358,1032641,1593863087,1593864370
6,1031359,1032641,1593863088,1593864370
8,1031559,1032641,1593863288,1593864370
9,1031439,1032641,1593863168,1593864370
10,1031439,1032641,1593863168,1593864370
11,1031359,1032641,1593863088,1593864370
12,1031359,1032641,1593863088,1593864370
13,1031359,1032641,1593863088,1593864370
14,1031359,1032642,1593863088,1593864371
15,1031359,1032642,1593863088,1593864371
5,1033757,1034640,1593865486,1593866369
6,1033758,1034640,1593865487,1593866369
11,1033758,1034640,1593865487,1593866369
12,1033758,1034640,1593865487,1593866369
13,1033758,1034641,1593865487,1593866370
14,1033758,1034641,1593865487,1593866370
15,1033758,1034641,1593865487,1593866370
0,1034757,1035639,1593866486,1593867368
4,1034757,1035639,1593866486,1593867368
5,1034757,1035639,1593866486,1593867368
6,1034757,1035640,1593866486,1593867369
8,1034158,1035640,1593865887,1593867369
9,1034158,1035640,1593865887,1593867369
10,1034758,1035640,1593866487,1593867369
11,1034758,1035640,1593866487,1593867369
12,1034758,1035640,1593866487,1593867369
13,1034758,1035640,1593866487,1593867369
14,1034758,1035640,1593866487,1593867369
15,1034758,1035640,1593866487,1593867369
7,1034757,1036839,1593866486,1593868568
1,1036436,1037358,1593868165,1593869087
0,1036436,1037638,1593868165,1593869367
5,1036436,1037639,1593868165,1593869368
6,1035757,1037639,1593867486,1593869368
8,1036437,1037639,1593868166,1593869368
10,1036437,1037639,1593868166,1593869368
12,1036437,1037639,1593868166,1593869368
13,1036437,1037639,1593868166,1593869368
14,1036437,1037639,1593868166,1593869368
15,1036437,1037640,1593868166,1593869369
9,1036037,1037759,1593867766,1593869488
11,1036037,1037759,1593867766,1593869488
0,1038355,1039237,1593870084,1593870966
4,1038356,1039238,1593870085,1593870967
5,1037836,1039238,1593869565,1593870967
6,1037836,1039238,1593869565,1593870967
10,1037836,1039238,1593869565,1593870967
11,1037836,1039239,1593869565,1593870968
12,1037837,1039239,1593869566,1593870968
13,1037837,1039239,1593869566,1593870968
14,1037837,1039239,1593869566,1593870968
15,1038357,1039239,1593870086,1593870968
8,1038356,1039358,1593870085,1593871087
9,1037836,1039358,1593869565,1593871087
5,1046153,1047035,1593877882,1593878764
6,1046153,1047035,1593877882,1593878764
8,1046153,1047035,1593877882,1593878764
9,1046153,1047035,1593877882,1593878764
10,1046153,1047035,1593877882,1593878764
11,1046153,1047035,1593877882,1593878764
12,1046153,1047036,1593877882,1593878765
13,1046153,1047036,1593877882,1593878765
14,1046153,1047036,1593877882,1593878765
15,1046154,1047036,1593877883,1593878765
7,1048352,1049234,1593880081,1593880963
0,1051550,1052432,1593883279,1593884161
5,1051230,1052433,1593882959,1593884162
6,1051151,1052433,1593882880,1593884162
8,1051231,1052433,1593882960,1593884162
9,1051231,1052433,1593882960,1593884162
10,1051231,1052433,1593882960,1593884162
11,1051231,1052433,1593882960,1593884162
12,1051231,1052433,1593882960,1593884162
13,1051231,1052434,1593882960,1593884163
14,1051151,1052434,1593882880,1593884163
15,1051551,1052434,1593883280,1593884163
5,1053350,1054272,1593885079,1593886001
6,1053350,1054272,1593885079,1593886001
11,1053350,1054272,1593885079,1593886001
12,1053350,1054273,1593885079,1593886002
13,1053350,1054273,1593885079,1593886002
14,1053351,1054273,1593885080,1593886002
5,1055269,1056551,1593886998,1593888280
6,1055669,1056551,1593887398,1593888280
8,1055269,1056551,1593886998,1593888280
9,1055269,1056551,1593886998,1593888280
10,1055269,1056551,1593886998,1593888280
11,1055269,1056552,1593886998,1593888281
12,1055270,1056552,1593886999,1593888281
13,1055270,1056552,1593886999,1593888281
14,1055670,1056552,1593887399,1593888281
4,1057668,1058550,1593889397,1593890279
5,1056868,1058550,1593888597,1593890279
6,1057268,1058550,1593888997,1593890279
8,1056869,1058551,1593888598,1593890280
9,1056869,1058551,1593888598,1593890280
10,1056869,1058551,1593888598,1593890280
11,1056869,1058551,1593888598,1593890280
12,1057269,1058551,1593888998,1593890280
13,1056869,1058551,1593888598,1593890280
14,1057269,1058551,1593888998,1593890280
15,1057269,1058551,1593888998,1593890280
7,1059068,1060150,1593890797,1593891879
14,1059068,1060150,1593890797,1593891879
15,1059068,1060150,1593890797,1593891879
2,1058267,1060349,1593889996,1593892078
2,1060666,1061549,1593892395,1593893278
0,1059067,1061668,1593890796,1593893397
1,1059067,1061669,1593890796,1593893398
14,1060468,1061670,1593892197,1593893399
4,1059067,1061949,1593890796,1593893678
0,1061746,1062948,1593893475,1593894677
1,1061746,1062948,1593893475,1593894677
2,1061746,1062948,1593893475,1593894677
3,1062066,1062948,1593893795,1593894677
5,1059067,1062949,1593890796,1593894678
7,1061946,1062949,1593893675,1593894678
8,1059068,1062949,1593890797,1593894678
9,1059068,1062949,1593890797,1593894678
10,1059068,1062949,1593890797,1593894678
11,1059068,1062949,1593890797,1593894678
12,1059068,1062949,1593890797,1593894678
13,1059068,1062949,1593890797,1593894678
15,1061747,1062950,1593893476,1593894679
6,1059067,1063748,1593890796,1593895477
14,1061747,1063949,1593893476,1593895678
0,1063145,1064067,1593894874,1593895796
1,1063145,1064068,1593894874,1593895797
9,1063146,1064068,1593894875,1593895797
10,1063146,1064068,1593894875,1593895797
11,1063146,1064069,1593894875,1593895798
12,1063146,1064069,1593894875,1593895798
2,1063265,1064148,1593894994,1593895877
8,1063146,1064348,1593894875,1593896077
5,1063586,1064468,1593895315,1593896197
13,1063147,1064468,1593894876,1593896197
6,1065065,1065947,1593896794,1593897676
14,1065066,1065948,1593896795,1593897677
15,1065066,1065948,1593896795,1593897677
5,1065065,1066067,1593896794,1593897796
8,1065065,1066067,1593896794,1593897796
9,1065065,1066067,1593896794,1593897796
10,1065065,1066068,1593896794,1593897797
11,1065066,1066068,1593896795,1593897797
12,1065066,1066068,1593896795,1593897797
13,1065066,1066068,1593896795,1593897797
5,1066264,1067147,1593897993,1593898876
6,1066265,1067147,1593897994,1593898876
14,1066265,1067148,1593897994,1593898877
15,1066265,1067148,1593897994,1593898877
8,1066265,1067347,1593897994,1593899076
9,1066265,1067347,1593897994,1593899076
10,1066265,1067347,1593897994,1593899076
11,1066265,1067347,1593897994,1593899076
12,1066265,1067347,1593897994,1593899076
13,1066265,1067947,1593897994,1593899676
15,1069464,1070346,1593901193,1593902075
7,1070063,1070945,1593901792,1593902674
7,1073862,1074744,1593905591,1593906473
1,1076460,1078142,1593908189,1593909871
2,1076460,1078142,1593908189,1593909871
4,1076460,1078142,1593908189,1593909871
7,1076461,1078143,1593908190,1593909872
0,1076460,1078542,1593908189,1593910271
5,1075861,1078542,1593907590,1593910271
6,1076061,1078542,1593907790,1593910271
8,1075861,1078543,1593907590,1593910272
9,1075861,1078543,1593907590,1593910272
10,1075861,1078543,1593907590,1593910272
11,1075861,1078543,1593907590,1593910272
12,1075861,1078543,1593907590,1593910272
13,1075861,1078543,1593907590,1593910272
14,1076061,1078543,1593907790,1593910272
15,1076062,1078543,1593907791,1593910272
5,1079339,1080261,1593911068,1593911990
13,1079340,1080262,1593911069,1593911991
8,1079459,1080342,1593911188,1593912071
9,1079460,1080342,1593911189,1593912071
10,1079460,1080342,1593911189,1593912071
0,1083857,1084739,1593915586,1593916468
5,1083857,1084740,1593915586,1593916469
6,1083338,1084740,1593915067,1593916469
8,1083858,1084740,1593915587,1593916469
9,1083858,1084740,1593915587,1593916469
10,1083858,1084740,1593915587,1593916469
11,1083858,1084740,1593915587,1593916469
12,1083858,1084740,1593915587,1593916469
13,1083858,1084741,1593915587,1593916470
7,1085657,1086539,1593917386,1593918268
5,1087856,1088738,1593919585,1593920467
6,1087856,1088738,1593919585,1593920467
9,1087856,1088738,1593919585,1593920467
10,1087856,1088739,1593919585,1593920468
11,1087856,1088739,1593919585,1593920468
12,1087857,1088739,1593919586,1593920468
13,1087857,1088739,1593919586,1593920468
14,1087857,1088739,1593919586,1593920468
0,1089255,1090937,1593920984,1593922666
6,1088856,1090937,1593920585,1593922666
7,1089255,1090937,1593920984,1593922666
15,1089256,1090938,1593920985,1593922667
5,1088935,1091057,1593920664,1593922786
8,1088936,1091057,1593920665,1593922786
9,1088936,1091057,1593920665,1593922786
10,1088936,1091058,1593920665,1593922787
11,1088936,1091058,1593920665,1593922787
12,1088936,1091058,1593920665,1593922787
13,1088936,1091058,1593920665,1593922787
14,1088856,1091058,1593920585,1593922787
9,1091535,1092457,1593923264,1593924186
5,1091654,1092537,1593923383,1593924266
6,1091654,1092537,1593923383,1593924266
10,1091655,1092537,1593923384,1593924266
11,1091655,1092537,1593923384,1593924266
12,1091655,1092537,1593923384,1593924266
13,1091655,1092537,1593923384,1593924266
14,1091655,1092538,1593923384,1593924267
7,1093054,1094536,1593924783,1593926265
4,1094253,1095135,1593925982,1593926864
0,1094253,1096335,1593925982,1593928064
1,1094253,1096335,1593925982,1593928064
2,1095452,1096335,1593927181,1593928064
3,1095453,1096335,1593927182,1593928064
4,1095453,1096335,1593927182,1593928064
15,1094254,1096336,1593925983,1593928065
8,1094254,1096455,1593925983,1593928184
9,1094054,1096455,1593925783,1593928184
10,1094254,1096455,1593925983,1593928184
11,1094254,1096456,1593925983,1593928185
12,1094254,1096456,1593925983,1593928185
0,1097451,1098334,1593929180,1593930063
1,1097452,1098734,1593929181,1593930463
6,1094253,1098734,1593925982,1593930463
8,1097452,1098734,1593929181,1593930463
9,1097452,1098735,1593929181,1593930464
10,1097452,1098735,1593929181,1593930464
11,1096733,1098735,1593928462,1593930464
12,1096733,1098735,1593928462,1593930464
13,1094254,1098735,1593925983,1593930464
5,1094253,1098934,1593925982,1593930663
15,1097453,1098935,1593929182,1593930664
14,1094254,1099335,1593925983,1593931064
5,1099251,1100733,1593930980,1593932462
8,1099851,1100734,1593931580,1593932463
9,1099851,1100734,1593931580,1593932463
10,1099852,1100734,1593931581,1593932463
12,1099852,1100734,1593931581,1593932463
13,1099852,1100734,1593931581,1593932463
6,1100451,1101333,1593932180,1593933062
14,1100452,1101334,1593932181,1593933063
7,1102730,1103852,1593934459,1593935581
6,1104449,1105371,1593936178,1593937100
14,1104450,1105372,1593936179,1593937101
15,1104450,1105372,1593936179,1593937101
5,1104449,1105451,1593936178,1593937180
8,1104370,1105452,1593936099,1593937181
9,1104370,1105452,1593936099,1593937181
10,1104450,1105452,1593936179,1593937181
11,1104450,1105452,1593936179,1593937181
12,1104450,1105452,1593936179,1593937181
13,1104370,1105452,1593936099,1593937181
0,1106168,1107050,1593937897,1593938779
5,1105769,1107051,1593937498,1593938780
6,1105569,1107051,1593937298,1593938780
8,1105769,1107051,1593937498,1593938780
9,1105769,1107051,1593937498,1593938780
10,1106169,1107051,1593937898,1593938780
11,1106169,1107051,1593937898,1593938780
12,1106169,1107052,1593937898,1593938781
13,1106169,1107052,1593937898,1593938781
14,1105570,1108051,1593937299,1593939780
12,1108248,1109170,1593939977,1593940899
13,1108248,1109171,1593939977,1593940900
8,1108368,1109250,1593940097,1593940979
9,1108368,1109250,1593940097,1593940979
2,1110846,1112248,1593942575,1593943977
3,1111166,1112848,1593942895,1593944577
7,1110847,1112849,1593942576,1593944578
15,1110848,1112849,1593942577,1593944578
0,1110846,1113248,1593942575,1593944977
1,1110846,1113248,1593942575,1593944977
2,1112366,1113248,1593944095,1593944977
4,1110847,1113368,1593942576,1593945097
5,1110847,1113368,1593942576,1593945097
6,1110847,1113368,1593942576,1593945097
11,1110647,1113369,1593942376,1593945098
12,1110647,1113369,1593942376,1593945098
13,1110248,1113369,1593941977,1593945098
14,1110848,1113369,1593942577,1593945098
9,1110567,1113848,1593942296,1593945577
10,1110647,1113848,1593942376,1593945577
8,1110567,1114048,1593942296,1593945777
7,1115445,1116967,1593947174,1593948696
15,1116046,1116968,1593947775,1593948697
0,1116164,1117046,1593947893,1593948775
1,1116164,1117046,1593947893,1593948775
2,1116164,1117047,1593947893,1593948776
4,1116164,1117047,1593947893,1593948776
8,1116165,1117047,1593947894,1593948776
9,1116165,1117047,1593947894,1593948776
10,1116165,1117047,1593947894,1593948776
5,1116165,1117247,1593947894,1593948976
6,1116045,1117247,1593947774,1593948976
11,1116165,1117247,1593947894,1593948976
12,1116165,1117247,1593947894,1593948976
13,1116165,1117247,1593947894,1593948976
14,1116045,1117248,1593947774,1593948977
3,1117964,1118846,1593949693,1593950575
0,1118763,1120045,1593950492,1593951774
1,1118763,1120045,1593950492,1593951774
2,1119163,1120045,1593950892,1593951774
4,1118763,1120046,1593950492,1593951775
7,1118764,1120046,1593950493,1593951775
15,1118645,1120047,1593950374,1593951776
5,1118644,1120445,1593950373,1593952174
8,1118764,1120446,1593950493,1593952175
9,1118764,1120446,1593950493,1593952175
10,1118764,1120446,1593950493,1593952175
11,1118644,1120446,1593950373,1593952175
12,1118644,1120446,1593950373,1593952175
13,1118644,1120446,1593950373,1593952175
14,1118644,1120446,1593950373,1593952175
6,1118644,1121645,1593950373,1593953374
0,1122362,1123244,1593954091,1593954973
1,1122362,1123244,1593954091,1593954973
2,1122362,1123244,1593954091,1593954973
4,1122362,1123244,1593954091,1593954973
5,1122162,1123244,1593953891,1593954973
6,1122162,1123245,1593953891,1593954974
7,1122362,1123245,1593954091,1593954974
8,1122162,1123245,1593953891,1593954974
9,1122163,1123245,1593953892,1593954974
10,1122163,1123245,1593953892,1593954974
11,1122163,1123245,1593953892,1593954974
12,1122163,1123245,1593953892,1593954974
13,1122163,1123245,1593953892,1593954974
14,1122163,1123245,1593953892,1593954974
15,1122163,1123246,1593953892,1593954975
5,1124561,1125443,1593956290,1593957172
8,1124362,1125444,1593956091,1593957173
9,1124042,1125444,1593955771,1593957173
10,1124362,1125444,1593956091,1593957173
11,1124362,1125444,1593956091,1593957173
12,1124562,1125444,1593956291,1593957173
13,1124562,1125444,1593956291,1593957173
7,1126361,1127243,1593958090,1593958972
15,1126361,1127244,1593958090,1593958973
5,1126360,1128442,1593958089,1593960171
6,1126361,1128442,1593958090,1593960171
9,1127240,1128443,1593958969,1593960172
10,1127241,1128443,1593958970,1593960172
11,1126361,1128443,1593958090,1593960172
12,1126361,1128443,1593958090,1593960172
13,1126361,1128443,1593958090,1593960172
14,1126361,1128443,1593958090,1593960172
15,1127561,1128443,1593959290,1593960172
0,1129759,1130641,1593961488,1593962370
1,1129759,1130641,1593961488,1593962370
7,1129759,1130841,1593961488,1593962570
8,1129759,1131161,1593961488,1593962890
9,1129759,1131161,1593961488,1593962890
10,1129760,1131162,1593961489,1593962891
11,1129760,1131162,1593961489,1593962891
5,1129759,1131241,1593961488,1593962970
6,1129759,1131241,1593961488,1593962970
12,1128960,1131242,1593960689,1593962971
13,1128960,1131242,1593960689,1593962971
14,1129760,1131242,1593961489,1593962971
15,1129760,1131242,1593961489,1593962971
14,1131959,1132841,1593963688,1593964570
5,1134957,1135839,1593966686,1593967568
6,1134957,1135839,1593966686,1593967568
10,1134957,1135840,1593966686,1593967569
11,1134958,1135840,1593966687,1593967569
12,1134958,1135840,1593966687,1593967569
13,1134958,1135840,1593966687,1593967569
8,1134957,1136039,1593966686,1593967768
9,1134957,1136039,1593966686,1593967768
0,1136756,1137638,1593968485,1593969367
1,1136756,1137638,1593968485,1593969367
2,1136756,1137638,1593968485,1593969367
5,1136756,1137639,1593968485,1593969368
6,1136756,1137639,1593968485,1593969368
7,1136756,1137639,1593968485,1593969368
10,1136757,1137639,1593968486,1593969368
11,1136757,1137639,1593968486,1593969368
12,1136757,1137639,1593968486,1593969368
13,1136757,1137639,1593968486,1593969368
14,1136757,1137640,1593968486,1593969369
15,1136757,1137640,1593968486,1593969369
8,1136757,1137759,1593968486,1593969488
9,1136757,1137759,1593968486,1593969488
5,1138236,1139158,1593969965,1593970887
7,1138236,1139158,1593969965,1593970887
10,1138236,1139158,1593969965,1593970887
14,1138237,1139159,1593969966,1593970888
15,1138237,1139159,1593969966,1593970888
6,1138236,1139438,1593969965,1593971167
8,1138236,1139438,1593969965,1593971167
9,1138236,1139438,1593969965,1593971167
11,1138236,1139438,1593969965,1593971167
12,1138236,1139438,1593969965,1593971167
13,1138236,1139439,1593969965,1593971168
8,1139755,1140637,1593971484,1593972366
9,1139755,1140638,1593971484,1593972367
10,1139756,1140638,1593971485,1593972367
11,1139756,1140638,1593971485,1593972367
12,1139756,1140638,1593971485,1593972367
13,1139756,1140638,1593971485,1593972367
13,1141555,1143037,1593973284,1593974766
14,1141555,1143037,1593973284,1593974766
6,1141554,1143156,1593973283,1593974885
7,1141355,1145236,1593973084,1593976965
9,1147832,1148754,1593979561,1593980483
7,1147952,1150034,1593979681,1593981763
5,1149551,1150433,1593981280,1593982162
6,1149551,1150433,1593981280,1593982162
14,1149552,1150434,1593981281,1593982163
15,1149552,1150434,1593981281,1593982163
9,1149951,1150833,1593981680,1593982562
10,1149951,1150834,1593981680,1593982563
11,1149552,1150834,1593981281,1593982563
12,1149552,1150834,1593981281,1593982563
13,1149552,1150834,1593981281,1593982563
8,1150151,1151033,1593981880,1593982762
14,1150552,1151434,1593982281,1593983163
0,1157068,1157950,1593988797,1593989679
1,1157068,1157950,1593988797,1593989679
2,1157068,1157950,1593988797,1593989679
5,1156668,1157950,1593988397,1593989679
6,1156668,1157951,1593988397,1593989680
7,1157068,1157951,1593988797,1593989680
11,1156669,1157951,1593988398,1593989680
12,1156669,1157951,1593988398,1593989680
14,1156669,1157951,1593988398,1593989680
15,1156669,1157951,1593988398,1593989680
1,1158267,1159149,1593989996,1593990878
4,1158268,1159150,1593989997,1593990879
5,1158268,1159150,1593989997,1593990879
11,1158268,1159151,1593989997,1593990880
12,1158268,1159151,1593989997,1593990880
0,1158267,1159269,1593989996,1593990998
8,1157068,1159270,1593988797,1593990999
9,1157069,1159270,1593988798,1593990999
10,1157069,1159270,1593988798,1593990999
15,1158269,1159551,1593989998,1593991280
6,1158268,1159670,1593989997,1593991399
13,1156669,1159670,1593988398,1593991399
14,1158269,1159670,1593989998,1593991399
2,1158267,1159749,1593989996,1593991478
5,1160467,1161349,1593992196,1593993078
6,1160467,1161349,1593992196,1593993078
12,1160467,1161350,1593992196,1593993079
15,1160468,1161350,1593992197,1593993079
7,1160747,1161669,1593992476,1593993398
9,1160747,1161669,1593992476,1593993398
11,1160747,1161669,1593992476,1593993398
13,1160468,1161670,1593992197,1593993399
14,1160468,1162149,1593992197,1593993878
0,1162865,1164747,1593994594,1593996476
1,1162865,1164747,1593994594,1593996476
2,1162346,1164747,1593994075,1593996476
3,1163865,1164748,1593995594,1593996477
4,1162346,1164748,1593994075,1593996477
7,1162346,1164748,1593994075,1593996477
15,1162347,1164749,1593994076,1593996478
14,1162347,1165148,1593994076,1593996877
7,1164865,1165747,1593996594,1593997476
5,1161866,1165947,1593993595,1593997676
6,1161866,1165947,1593993595,1593997676
8,1161867,1165947,1593993596,1593997676
9,1161867,1165948,1593993596,1593997677
10,1161867,1165948,1593993596,1593997677
11,1161867,1165948,1593993596,1593997677
12,1161867,1165948,1593993596,1593997677
13,1161867,1165948,1593993596,1593997677
5,1167264,1168146,1593998993,1593999875
8,1167264,1168147,1593998993,1593999876
9,1167264,1168147,1593998993,1593999876
10,1167265,1168147,1593998994,1593999876
11,1167265,1168147,1593998994,1593999876
12,1167265,1168147,1593998994,1593999876
13,1167265,1168147,1593998994,1593999876
0,1169463,1170345,1594001192,1594002074
1,1169463,1170345,1594001192,1594002074
2,1169463,1170345,1594001192,1594002074
4,1169463,1170345,1594001192,1594002074
10,1169464,1170346,1594001193,1594002075
11,1169464,1170346,1594001193,1594002075
12,1169464,1170346,1594001193,1594002075
15,1169464,1170346,1594001193,1594002075
8,1168864,1170466,1594000593,1594002195
9,1168864,1170466,1594000593,1594002195
5,1169463,1170745,1594001192,1594002474
13,1169464,1170746,1594001193,1594002475
14,1169464,1170746,1594001193,1594002475
6,1169463,1171145,1594001192,1594002874
7,1169463,1171145,1594001192,1594002874
0,1172461,1173344,1594004190,1594005073
1,1172462,1173344,1594004191,1594005073
2,1172462,1173344,1594004191,1594005073
4,1172462,1173344,1594004191,1594005073
5,1172342,1173344,1594004071,1594005073
6,1172342,1173344,1594004071,1594005073
7,1171263,1173345,1594002992,1594005074
8,1172342,1173345,1594004071,1594005074
9,1172342,1173345,1594004071,1594005074
10,1172343,1173345,1594004072,1594005074
11,1172343,1173345,1594004072,1594005074
12,1172343,1173345,1594004072,1594005074
13,1172343,1173345,1594004072,1594005074
14,1172343,1173345,1594004072,1594005074
15,1172463,1173345,1594004192,1594005074
5,1174661,1175543,1594006390,1594007272
6,1174661,1175543,1594006390,1594007272
9,1174142,1175544,1594005871,1594007273
10,1174662,1175544,1594006391,1594007273
11,1174142,1175544,1594005871,1594007273
12,1174662,1175544,1594006391,1594007273
13,1174662,1175544,1594006391,1594007273
14,1174662,1175544,1594006391,1594007273
15,1174662,1175544,1594006391,1594007273
8,1176261,1177943,1594007990,1594009672
9,1176261,1177943,1594007990,1594009672
7,1179659,1181141,1594011388,1594012870
5,1180859,1181741,1594012588,1594013470
6,1181059,1181941,1594012788,1594013670
0,1182657,1183540,1594014386,1594015269
15,1182659,1183541,1594014388,1594015270
5,1182658,1184140,1594014387,1594015869
6,1182658,1184140,1594014387,1594015869
11,1182459,1184140,1594014188,1594015869
12,1182459,1184141,1594014188,1594015870
14,1182659,1184141,1594014388,1594015870
8,1182458,1184340,1594014187,1594016069
9,1182458,1184340,1594014187,1594016069
10,1182458,1184340,1594014187,1594016069
13,1182659,1184341,1594014388,1594016070
0,1185456,1186339,1594017185,1594018068
5,1185457,1186339,1594017186,1594018068
7,1185457,1186339,1594017186,1594018068
8,1185457,1186339,1594017186,1594018068
9,1185457,1186339,1594017186,1594018068
10,1185457,1186340,1594017186,1594018069
11,1185457,1186340,1594017186,1594018069
12,1185457,1186340,1594017186,1594018069
13,1185458,1186340,1594017187,1594018069
15,1187657,1188539,1594019386,1594020268
5,1187656,1188938,1594019385,1594020667
6,1187656,1188938,1594019385,1594020667
8,1187656,1188938,1594019385,1594020667
9,1187656,1188938,1594019385,1594020667
10,1187656,1188938,1594019385,1594020667
11,1187656,1188939,1594019385,1594020668
12,1187657,1188939,1594019386,1594020668
13,1187657,1188939,1594019386,1594020668
14,1187657,1188939,1594019386,1594020668
5,1189855,1190737,1594021584,1594022466
6,1189855,1190737,1594021584,1594022466
9,1189855,1190738,1594021584,1594022467
10,1189856,1190738,1594021585,1594022467
11,1189856,1190738,1594021585,1594022467
12,1189856,1190738,1594021585,1594022467
13,1189856,1190738,1594021585,1594022467
14,1189856,1190738,1594021585,1594022467
3,1191054,1191937,1594022783,1594023666
11,1191055,1191937,1594022784,1594023666
7,1190735,1192337,1594022464,1594024066
13,1191455,1192657,1594023184,1594024386
14,1191735,1192657,1594023464,1594024386
6,1191055,1193136,1594022784,1594024865
0,1193453,1195335,1594025182,1594027064
1,1193453,1195335,1594025182,1594027064
2,1193453,1195335,1594025182,1594027064
4,1193453,1195335,1594025182,1594027064
7,1194453,1195336,1594026182,1594027065
11,1193454,1195336,1594025183,1594027065
12,1193454,1195336,1594025183,1594027065
15,1193455,1195336,1594025184,1594027065
8,1193454,1195456,1594025183,1594027185
9,1193454,1195456,1594025183,1594027185
10,1193454,1195456,1594025183,1594027185
5,1193454,1195535,1594025183,1594027264
6,1193454,1195536,1594025183,1594027265
13,1193454,1195536,1594025183,1594027265
14,1193454,1195536,1594025183,1594027265
0,1201250,1202132,1594032979,1594033861
1,1201250,1202132,1594032979,1594033861
2,1201250,1202133,1594032979,1594033862
4,1201250,1202133,1594032979,1594033862
8,1201251,1202133,1594032980,1594033862
9,1201251,1202133,1594032980,1594033862
10,1201251,1202133,1594032980,1594033862
15,1201251,1202134,1594032980,1594033863
5,1201250,1202333,1594032979,1594034062
6,1201251,1202333,1594032980,1594034062
11,1201251,1202333,1594032980,1594034062
12,1201251,1202333,1594032980,1594034062
13,1201251,1202333,1594032980,1594034062
14,1201251,1202333,1594032980,1594034062
